0.0074530416,-0.0070528355,-3.1408584,-0.0021121053,0.010373209598466902
0.0075961263,-0.007255509,-3.140815,-0.0022211983,0.010874303063006081
0.0077433526,-0.0074669663,-3.1407695,-0.0023304324,0.011357075192990139
0.007894913,-0.007688833,-3.1407218,-0.0024421974,0.011923236817370661
0.008051001,-0.007919832,-3.1406717,-0.0025530693,0.012427795062737737
0.008211822,-0.008162159,-3.1406195,-0.0026665607,0.013044213271588181
0.00837758,-0.008413397,-3.140565,-0.0027769597,0.013542119156194375
0.008548484,-0.008676841,-3.1405084,-0.0028899787,0.01420685996205704
0.0087247575,-0.008950301,-3.1404493,-0.0030003607,0.01476436187263868
0.008906616,-0.009235402,-3.1403883,-0.0031104842,0.015405240345903001
0.009094293,-0.009532125,-3.1403248,-0.0032194485,0.016047316899594093
0.009288019,-0.00984013,-3.1402593,-0.0033257236,0.016674610610778448
0.009488019,-0.010159706,-3.1401918,-0.0034290522,0.017318381448371112
0.009694541,-0.010492316,-3.1401222,-0.003531546,0.018037321684145062
0.009907825,-0.010835807,-3.1400504,-0.0036281007,0.01865057968749223
0.010128114,-0.011192911,-3.139977,-0.0037234218,0.019402477280538108
0.010355659,-0.011561299,-3.1399014,-0.0038121038,0.02003960967050073
0.010590702,-0.0119428085,-3.1398244,-0.0038971263,0.020770475832859646
0.010833502,-0.012336889,-3.1397455,-0.0039767227,0.021475460702631274
0.011084303,-0.01274293,-3.1396651,-0.004049048,0.022151402327744693
0.011343352,-0.013161629,-3.1395836,-0.004114933,0.022863784752674865
0.011610905,-0.013593436,-3.1395006,-0.004174754,0.0235997967123623
0.01188721,-0.014036834,-3.1394165,-0.004225018,0.02426124396719627
0.012172512,-0.014493022,-3.1393316,-0.004267723,0.02498356951467534
0.012467057,-0.01496131,-3.1392457,-0.004301157,0.025672253989945423
0.012771085,-0.015441124,-3.1391594,-0.0043239123,0.026332904229967286
0.013084827,-0.015932819,-3.139073,-0.0043365164,0.027011668571959108
0.013408518,-0.016436031,-3.138986,-0.004338147,0.02767257244445244
0.013742387,-0.016950572,-3.1388993,-0.004328418,0.02832414118374671
0.0140866535,-0.017475825,-3.1388128,-0.004306165,0.02894448294603122
0.014441523,-0.01801076,-3.138727,-0.0042695147,0.029513119202128277
0.014807196,-0.018556304,-3.138642,-0.0042205984,0.030127194906683044
0.015183868,-0.019110577,-3.1385581,-0.004156048,0.030646404849195008
0.0155717125,-0.019673629,-3.138476,-0.0040764655,0.031166749204963637
0.015970903,-0.020245176,-3.1383953,-0.0039819125,0.03167148628077488
0.0163816,-0.020824295,-3.1383166,-0.0038712851,0.032128161063846264
0.016803946,-0.021410037,-3.1382403,-0.0037435512,0.032535136179978046
0.017238064,-0.022001408,-3.138167,-0.00359773,0.03289000602700914
0.017684065,-0.022598606,-3.1380966,-0.0034353526,0.03325173279783054
0.018142046,-0.023199316,-3.1380296,-0.0032530765,0.03349474981508455
0.01861208,-0.023803746,-3.1379666,-0.0030527422,0.03374452171332378
0.019094225,-0.024410538,-3.1379077,-0.002833205,0.03392239795613605
0.01958852,-0.025018957,-3.1378534,-0.0025947192,0.03405928725636859
0.020094981,-0.025626862,-3.137804,-0.002334874,0.03408435860479575
0.0206136,-0.026234856,-3.1377602,-0.0020569114,0.034134535204004356
0.021144351,-0.026840273,-3.1377218,-0.0017576895,0.0340460789280141
0.021687176,-0.027442064,-3.1376898,-0.0014374478,0.03389905764532558
0.022241993,-0.028039433,-3.1376646,-0.0010971111,0.033706092930989986
0.022808697,-0.028630925,-3.1376462,-0.00073644356,0.03343379483021072
0.023387156,-0.029215068,-3.1376352,-0.00035532142,0.03308058466756178
0.02397721,-0.0297903,-3.1376321,4.6377718e-05,0.03264207733385425
0.024578664,-0.030355077,-3.1376374,0.00046859978,0.032118254753628776
0.025191303,-0.030908927,-3.1376512,0.0009089757,0.03156264701056442
0.025814883,-0.03144906,-3.1376739,0.0013696237,0.030858994043256267
0.02644912,-0.031974807,-3.137706,0.0018482765,0.030112716106392764
0.027093703,-0.03248351,-3.137748,0.0023464886,0.029224245084859816
0.027748287,-0.032975186,-3.1378002,0.00286033,0.028326680341385073
0.028412504,-0.033446755,-3.1378627,0.003391914,0.02726532977623728
0.029085945,-0.033897616,-3.137936,0.0039382908,0.026163153713685917
0.029768176,-0.03432571,-3.1380205,0.004499272,0.024947806485717483
0.030458724,-0.034729343,-3.1381164,0.00507387,0.02363613497743093
0.031157086,-0.03510724,-3.138224,0.0056601097,0.022249962599200118
0.03186274,-0.035458367,-3.138343,0.006255469,0.020800444829071896
0.032575116,-0.035779897,-3.1384742,0.0068609375,0.019197683369553978
0.033293623,-0.036071364,-3.1386178,0.0074726907,0.01756004315656881
0.034017645,-0.03633107,-3.1387734,0.008089329,0.01582548011256607
0.034746524,-0.036557317,-3.1389415,0.008709414,0.01399386356177501
0.035479587,-0.0367496,-3.139122,0.0093290955,0.012124867356570451
0.036216125,-0.036904942,-3.139315,0.009949471,0.010094685972219325
0.03695541,-0.037024148,-3.1395204,0.010564064,0.008092796445693495
0.037696697,-0.037105214,-3.1397378,0.011172062,0.005978669408579579
0.03843921,-0.037146963,-3.1399674,0.011771053,0.0037937171532934355
0.03918216,-0.037149012,-3.140209,0.012357116,0.0015777401677233016
0.039924752,-0.037110653,-3.140462,0.012927058,-0.0006847838768263281
0.040666156,-0.037030622,-3.140726,0.013478956,-0.0030220986953853612
0.04140554,-0.03690893,-3.1410012,0.014008448,-0.005369291979864049
0.042142075,-0.03674549,-3.1412866,0.01451157,-0.007731488719467022
